index,s1,r,s2
"204","average seven-day compound yield","assumes","dividends are reinvested"
"204","average seven-day compound yield","assumes","current rates continue for a year"
"204","average seven-day compound yield","fell to","8.47 %"
"204","8.47 %",",","lowest since late last year"
"204","8.47 %","from","8.55 %"
"204","8.55 %",",","the week before"
"205","Brenda Malizia Negus",",","editor"
"205","editor","of","Money Fund Report"
"206","Money funds","invest","short-term Treasury securities"
"206","Money funds","invest","commercial paper"
"206","Money funds","invest","certificates of deposit"
"206","short-term Treasury securities","posting","lower interest rates"
"206","lower interest rates","since","last spring"
"206","commercial paper","posting","lower interest rates"
"206","certificates of deposit","posting","lower interest rates"
"207","six-month Treasury bills","sold","auction"
"207","auction",",","Monday"
"207","six-month Treasury bills","yield","7.77 %"
"208","Renaissance","thought","stocks are worth owning"
"209","Renaissance","declined","confirm"
"209","confirm","the","move"
"209","Renaissance",",","stock purchases"
"209","stock purchases","begun","Tuesday"
"209","stock purchases","timed","to coincide"
"209","to coincide","with","maturity"
"209","maturity","of","Treasury bills"
"209","Treasury bills","owned by","Renaissance"
"210","Renaissance","'s","buy program"
"210","buy program","was","$ 900 million"
"210","buy program","carried out","PaineWebber Inc"
"211","PaineWebber","bought","shares"
"211","shares","bought","Tuesday"
"212","PaineWebber","declined","comment"
"212","comment","declined","Yesterday"
"213","Renaissance","'s","portfolio"
"213","portfolio","composed","60 large-capitalization issues"
"213","Renaissance","solicits","Wall Street brokerage houses"
"213","Wall Street brokerage houses","to make","buy"
"213","Wall Street brokerage houses","to make","sell"
"213","Wall Street brokerage houses","looking for","best package price"
"213","best package price","to","carry out the trades"
"214","Renaissance","'s","last portfolio shift"
"214","last portfolio shift","carried out","Goldman , Sachs & amp ; Co"
"214","last portfolio shift","was","highly publicized decision"
"214","highly publicized decision","last","January"
"214","highly publicized decision","to sell","entire stock portfolio"
"214","highly publicized decision","buy","Treasury bills"
"215","Renaissance 's computer","found","stocks were overpriced"
"215","stocks were overpriced","compared","bonds"
"215","stocks were overpriced","compared","Treasury bills"
"216","The Dow","stands","20 % higher"
"216","Renaissance 's portfolio","of","Treasurys"
"216","Treasurys","produced","return of about 6 %"
"216","return of about 6 %","through","first three quarters"
"216","first three quarters","of","year"
"217","Michael Ross",",","New York lawyer"
"217","Michael Ross","heads","ABA 's grand jury committee"
"218","Mr. Ross","met","officials"
"218","officials","of","IRS"
"218","officials","of","Justice Department"
"218","IRS","bring","enforcement actions"
"218","Justice Department","bring","enforcement actions"
"219","IRS officials","opposed","Justice Department 's moderate stance"
"220","Christopher J. Lezovich","of","IRS computing center"
"220","IRS computing center","in","Detroit"
"221","IRS","asked","information"
"221","information","dating back","1985"
"222","federal Judge",",","Raul A. Ramirez"
"222","Raul A. Ramirez","in","Sacramento"
"222","Sacramento","in","Calif"
"223","Czechoslovakia","said","May"
"223","Czechoslovakia","seek","$ 2 billion"
"223","$ 2 billion","from","Hungary"
"224","painting","by","August Strindberg"
"224","painting","set","price record"
"224","price record","a","Scandinavian"
"224","painting","sold","auction"
"224","auction","in","Stockholm"
"224","painting","sold","$ 2.44 million"
"225","Lighthouse II","painted","playwright"
"225","Lighthouse II","painted","1901"
"226","weddings","in","France"
"226","weddings","showed","2.2 % upturn"
"226","2.2 % upturn","in","last year"
"226","couples","exchanging","rings"
"226","couples","in","1988"
"227","Boeing Co","discussing","plans"
"227","Boeing Co","discussing","regular Japanese suppliers"
"227","regular Japanese suppliers","build","767 twin-jet"
"228","Seattle aerospace company","discussions","Kawasaki Heavy Industries Ltd"
"228","Seattle aerospace company","discussions","Mitsubishi Heavy Industries Ltd"
"228","Seattle aerospace company","discussions","Fuji Heavy Industries Ltd"
"229","Japanese companies","build","767"
"229","body sections","of","767"
"229","body sections","accounting","15 %"
"229","15 %","of","aircraft"
"229","aircraft","a","767"
"230","Boeing","goes ahead","larger 767"
"230","larger 767","hit the market","mid-1990s"
"231","pioneer","in","political television"
"232","Avis Inc","rival","Hertz Corp"
"233","Garden City",",","N.Y"
"233","Garden City",",","car-rental company"
"233","NWA Inc","'s","Northwest Airlines unit"
"233","Pan Am Corp","'s","Pan American World Airways unit"
"233","Garden City","wo n't renew","contracts"
"233","contracts","with","NWA Inc"
"233","contracts","with","Pan Am Corp"
"233","contracts","with","Midway Airlines"
"234","AMR Corp","'s","American Airlines unit"
"234","programs","with","AMR Corp"
"234","programs","with","Delta Air Lines"
"235","Budget Rent","a","Car Corp"
"235","Car Corp","of","Chicago"
"236","Bob Wilson",",","vice president"
"237","National","participates in","Northwest frequent-flier program"
"237","National","along with","four other airlines"
"237","four other airlines","including","Delta"
"237","four other airlines","including","USAir unit"
"237","USAir Group Inc","'s","USAir unit"
"238","Seoul",",","officials"
"238","officials","began","visiting"
"238","visiting","about","26,000 cigarette stalls"
"238","officials","remove","illegal posters"
"238","officials","remove","signboards"
"238","signboards","advertising","imported cigarettes"
"238","illegal posters","advertising","imported cigarettes"
"239","South Korea","opened","market"
"239","market","to","foreign cigarettes"
"239","South Korea","restricts","advertising"
"239","advertising","to","designated places"
"240","marketing study","indicates","Hong Kong consumers"
"240","Hong Kong consumers","are","the most materialistic"
"240","the most materialistic","in","the 14 major markets"
"241","study","by","Backer Spielvogel Bates"
"241","Backer Spielvogel Bates","the","ad agency"
"241","study","found","the colony 's consumers"
"241","the colony 's consumers","feel","more pressured"
"241","other surveyed markets","include","U.S"
"241","other surveyed markets","include","Japan"
"242","survey","found","consumers"
"242","consumers","of","Hong Kong"
"242","consumers","nearly","half"
"242","consumers","espouse","materialistic values"
"242","materialistic values","compared","with about one-third"
"242","with about one-third","in","Japan"
"242","with about one-third","in","U.S"
"243","Thai cabinet","endorsed","proposal"
"243","proposal","The","Pramual Sabhavasu"
"243","Pramual Sabhavasu","'s","Finance Minister"
"243","proposal","to build","conference center"
"243","conference center","for","$ 19 million"
"243","conference center","for","meeting"
"243","meeting","of","World Bank"
"243","meeting","of","International Monetary Fund"
"244","The meeting","draw","20,000"
"244","20,000","to","Bangkok"
"245","Yasser Arafat","has written to","the chairman"
"245","the chairman","of the","International Olympic Committee"
"245","Yasser Arafat","asking","to back a Palestinian bid"
"245","to back a Palestinian bid","to join","the committee"
"245","WAFA","the","news agency"
"245","news agency","the","Palestine Liberation Organization"
"246","official","of","the Palestinian Olympic Committee"
"246","committee","applied for","membership"
"246","membership","in","1979"
"246","committee","renewed","its application"
"246","its application","in","August"
"246","August","of","this year"
"247","Characters","drink","Salty Dogs"
"247","Characters",",","whistle"
"247","whistle",",","Johnny B. Goode"
"247","Characters","watch","reruns"
"247","reruns",",","Bugs Bunny"
"248","They","read","Mickey Spillane"
"248","They","talk about","Groucho"
"248","They","talk about","Harpo"
"249","hero","sets off","for snow country"
"249","hero",",","disaffected"
"249","hero",",","hard-drinking"
"249","hero",",","nearly-30"
"249","hero","search","sheep"
"249","sheep","with a","star on its back"
"249","hero","behest","mobster"
"249","mobster","with a","degree"
"249","degree","","Stanford"
"249","mobster",",","sinister"
"250","He","has in tow","girlfriend"
"250","girlfriend",",","prescient"
"251","he","meets","Christian chauffeur"
"251","Christian chauffeur","who","solicitous"
"251","Christian chauffeur","offers","God 's phone number"
"251","he","meets","Sheep Man"
"251","Sheep Man",",","sweet"
"251","Sheep Man",",","roughhewn figure"
"251","Sheep Man","wears","sheepskin"
"252","Mr. Murakami","is a","40-year-old"
"252","Mr. Murakami","is a","publishing sensation"
"252","publishing sensation","in","Japan"
"253","Akzo","show","per-share earnings"
"253","per-share earnings","of","24 guilders"
"254","James Capel & amp ; Co","in","London"
"254","Jackie Ashurst",",","analyst"
"254","Jackie Ashurst",",","James Capel & amp ; Co"
"255","Akzo","only","minor petrochemical operations"
"255","Akzo","in","plastics"
"255","Akzo","does n't make","fertilizers"
"256","Akzo","profited less","rivals"
"257","company","exposed to","bulk chemicals"
"258","bulk-chemical prices","falling in","U.S"
"258","bulk-chemical prices","stable in","Europe"
"259","Akzo","invested","specialty chemicals"
"259","specialty chemicals","produce much","higher profit margins"
"259","higher profit margins","than","bulk chemicals"
"260","Akzo","acquisition of","Stauffer Chemical Co"
"260","Stauffer Chemical Co","'s","specialty chemical business"
"260","specialty chemical business","for","$ 625 million"
"261","Akzo","producer of","industrial salt"
"261","Akzo","used","raw material"
"261","raw material","for","chemical industry"
"262","Akzo","makes","products"
"262","products","derived from","salt"
"262","products","such as","chlorine"
"262","products","such as","caustic soda"
"263","Richard Ross","a","market research director"
"263","market research director","for","Elrick & amp ; Lavidge"
"263","Elrick & amp ; Lavidge","in","Chicago"
"264","John V. Holmes","an","investment-newsletter publisher"
"264","John V. Holmes","organized","three venture-capital firms"
"264","three venture-capital firms","enjoined from","violating"
"264","violating","registration provisions of","securities laws"
"264","securities laws","governing","investment companies"
"265","Mr. Holmes","subject of","page one profile"
"265","page one profile","in","The Wall Street Journal"
"265","SEC","questioned","Mr. Holmes"
"265","SEC","questioned","ties"
"265","ties","between","companies"
"265","companies","touted in","newsletter"
"266","Mr. Holmes","agreement with","SEC"
"266","Mr. Holmes","enjoined from","violating"
"266","violating","the","securities laws"
"266","stock-registration","of","securities laws"
"266","anti-fraud provisions","of","securities laws"
"267","Mr. Holmes","Without","admission"
"267","Mr. Holmes","Without","guilt"
"267","Mr. Holmes","settled","SEC charges"
"267","Mr. Holmes","sold","unregistered securities"
"267","Mr. Holmes","misled","investors"
"268","Mr. Miller","says","sharp sales slump"
"268","Mr. Miller","says","sales stabilized"
"268","sharp sales slump","in","July"
"268","sharp sales slump","in","August"
"268","sales stabilized","in","September"
"269","Wang","report a loss","first quarter"
"269","first quarter","ended","Sept. 30"
"269","Wang","report a loss","full fiscal year"
"270","Minden",",","Nev"
"270","George Palmatier","a","sales consultant"
"270","George Palmatier","a","author"
"270","author","of","The Marketing Edge"
"271","John Sullivan","a","management recruiter"
"271","management recruiter","with","Daniel Roberts Inc"
"271","Daniel Roberts Inc","of","Boston"
"271","John Sullivan","held","senior sales positions"
"271","senior sales positions","at","Polaroid"
"272","Wang 's customers","are","data processing managers"
"273","Jean Conlin","supervises","a network of Wang computers"
"273","a network of Wang computers","in","admissions department"
"273","admissions department","at","Boston University"
"274","Wang","developed","new products"
"274","Wang","developed","a new strategy"
"274","Wang","hired","a new president"
"275","Steven Wendler","a","consultant"
"275","Stamford",",","Conn"
"275","consultant","with","Gartner Group"
"275","Gartner Group",",","Stamford"
"276","trading","in","Merc"
"276","Merc","'s","stock-index futures"
"277","aim","of","interruption"
"277","opening","of","New York Stock Exchange"
