index,s1,r,s2
"89","Apple","working with","Bosch"
"89","Chris Theodore",",","president of an auto industry consulting firm"
"89","Apple","developing","self-driving technology"
"90","Hyundai","decided to spin off","Genesis"
"90","G80","(","a rebadged Genesis"
"90","G90","(","a rebadged Equus"
"90","Genesis","showed off","GV80 SUV"
"90","GV80 SUV","at","New York Auto Show"
"90","Genesis","working on","3 Series-sized car"
"90","3 Series-sized car","called","G70"
"90","Genesis G70","will share a platform and engines with","Kia Stinger"
"90","RWD drivetrain","powered by","2.0-liter four-cylinder turbo"
"90","RWD drivetrain","powered by","3.3-liter V6 twin-turbo"
"91","Aston Martin DB5","once been owned by","Prince Sadruddin Aga Khan"
"91","Aston Martin DB5","up for sale with","Hexagon Classics"
"91","Connolly Leather Natural Hide","with","Beige Wilton carpets"
"91","Aston Martin DB5","’ s","4.0-liter straight-six engine"
"91","4.0-liter straight-six engine","mechanically refurbished by","Pugsley & Lewis Ltd"
"92","2.0-liter turbocharged inline-four cylinder","with","280 horsepower"
"92","2.9-liter twin-turbo V6","pushing","505 horsepower"
"92","2.0-liter turbocharged inline-four cylinder","in","Giulia Quadrifoglio"
"92","2.9-liter twin-turbo V6","in","Giulia Quadrifoglio"
"92","2.0-liter four-banger","with","200 horsepower"
"92","2.2-liter diesel","with","150 horsepower"
"92","2.2-liter diesel","with","180 ponies"
"92","Alfa Romeo","decided to introduce","Alfa Romeo Veloce"
"92","Veloce","With","turbocharged four-cylinder engine"
"93","Toyota FT-4X Concept","is not a direct successor to","FJ Cruiser"
"93","Toyota FT-4X Concept","debut","New York Auto Show"
"93","Toyota ’ s studio design chief in California",",","Ian Cartabiano"
"93","Calty","(","Toyota ’ s California design studio"
"93","FT-X","becoming","Tundra"
"94","Nissan","update","370Z sports car"
"94","Christian Meunier",",","senior vice president at Nissan Sales"
"94","Nissan","has something really special in the works to replace","370Z sports car"
"94","Ford","secret development of","GT"
"94","Nissan","wo n't replace","370Z sports car"
"94","Mitsubishi","with","Eclipse Cross"
"95","Ford","nailed it with","Fiesta ST"
"95","Kia Rio GT","debut at","Paris"
"95","Kia","’ s sister company","Hyundai"
"95","Kia Rio GT","features","LED daytime running lights"
"95","Kia Rio GT","features","LED rear lights"
"95","Ford","at work on","Fiesta lineup"
"96","Pebble Beach","concepts","Vision Mercedes-Maybach 6"
"96","Vision Mercedes-Maybach 6","not a car for","chauffeurs"
"96","Vision Mercedes-Maybach 6","measuring","18.7 feet"
"96","X-Tomi Design","cut the roof off","Vision Mercedes-Maybach 6"
"96","Vision Mercedes-Maybach 6","in","green"
"97","Lamborghini","move over","4,000 cars"
"97","Lamborghini","keep pace with","Ferrari"
"97","Lamborghini","CEO","Stefano Domenicali"
"97","Stefano Domenicali","production would be capped at","3,500 vehicles per year"
"97","Lamborghini","to launch","Urus"
"97","Urus","for","$ 200,000"
"98","Hyundai Santa Fe","competitors , like the","Ford Explorer"
"98","Ford Explorer","less space than a","minivan"
"98","Kia Sedona","offer more","interior space"
"98","Chrysler Pacifica","offer more","interior space"
"98","three-row CUVs","like the","Santa Fe"
"99","Muscle cars","associated with","power"
"99","Ford Mustang","juxtaposed by","Dodge Challenger SRT Hellcat"
"99","Chevrolet Camaro","juxtaposed by","Camaro ZL1"
"99","2018 Ford Shelby GT500","adoption of","twin-turbo"
"99","2018 Ford Shelby GT500","endowed with","740-hp"
"100","American Customer Satisfaction Index","in","Ann Arbor , Michigan"
"100","American Customer Satisfaction Index","showed","Lincoln"
"100","Ford","beat out","GM"
"100","Ford","beat out","FCA"
"100","Volkswagen","dealing with","Dieselgate scandal"
"101","Lamborghini","from","Sant'Agata Bolognese"
"101","Lamborghini","confirmed a one-off version of","Centenario Roadster"
"101","Centenario Roadster","display at","The Quail"
"101","The Quail","event that 's part of","Monterey Car Week"
"101","Centenario","unveiled at","2016 Geneva Motor Show"
"102","Land Rover Range Rover Velar","debut at","Geneva Motor Show"
"102","Land Rover Range Rover Velar","Positioned between","Evoque"
"102","Land Rover Range Rover Velar","Positioned between","Range Rover Sport"
"102","Velar","is","mid-sized Range Rover"
"102","Velar","Larger than","Evoque"
"102","Velar","smaller than","Range Rover Sport"
"102","Velar","proportions aren ’ t too different to","Jaguar F-Pace"
"103","Porsche","revealed","911 GT3"
"103","911 GT3","at","Geneva"
"103","911 GT3","with","optional manual gearbox transmission"
"103","GT3 RS","will only come with","PDK dual-clutch automatic transmission"
"103","Andreas Preuninger",",","head of Porsche GT cars"
"104","Crosstrek","debut","2017 Geneva Motor Show"
"104","Subaru","announced","Crosstrek"
"104","2018 Crosstrek","rides on","Subaru Global Platform"
"104","Subaru Global Platform","(","SGP"
"104","2.0-liter boxer engine","with","direct injection"
"104","2.0-liter boxer engine","found in","2017 Impreza"
"105","Peugeot","and its partner","Citroen"
"105","Peugeot","just bought","Opel"
"105","Peugeot","just bought","Vauxhall"
"105","Citroen","just bought","Opel"
"105","Citroen","just bought","Vauxhall"
"105","Peugeot","debut","Instinct Concept"
"105","Instinct Concept","unveiled at","Geneva Motor Show"
"106","Top Gear","caught up with","Tobias Moers"
"106","Tobias Moers",",","head honcho at Mercedes-AMG"
"106","Top Gear","during","Geneva Motor Show"
"106","Tobias Moers","gave up some pretty juicy details to","Top Gear"
"106","F1 tech","powering","Project Run"
"106","Mercedes-AMG","will do","Nurburgring run"
"107","AC Schnitzer","brought","Bimmers"
"107","Bimmers","to","2017 Geneva Motor Show"
"107","AC Schnitzer","celebrate","30th anniversary"
"107","AC Schnitzer","’ s","M240i project"
"108","FCA US","acknowledges the observations of","Consumer Reports"
"108","NHTSA investigation","into","FCA cars"
"108","Chrysler Pacifica",",","FCA cars"
"108","200",",","FCA cars"
"108","FCA cars","equipped","rotary shifters"
"108","FCA","was under fire in","2016"
"108","Anton Yelchin","crushed to death by","Jeep Grand Cherokee"
"109","sprightly sports cars","such as","Elise"
"109","sprightly sports cars","such as","Exige"
"109","sprightly sports cars","such as","Evora 400"
"109","Evora 400","the only Lotus sold in","US"
"109","Lotus","considering adding","SUV"
"109","Lotus chief executive",",","Jean-Marc Gales"
"109","Evora Roadster","from","Lotus"
"110","Alan Hartman","runs","Turn 10 Studios"
"110","Turn 10 Studios","makes","Forza racing series"
"110","Forza racing series","for","Xbox"
"110","Turn 10 Studios","shot an unboxing video of","Alan Hartman"
"110","carbon fiber order kit","from","Ford"
"111","Aston Martin RM01 hypercar","designed in collaboration with","Red Bull"
"111","Porsche 911","on sale at","Mark Donaldson"
"111","Porsche","built","993-generation 911 GT1s"
"111","3.2-liter boxer engine","delivering","600 horsepower"
"111","600 horsepower","through its","6-speed synchromesh gearbox"
"111","Porsche","struggled to compete with","McLaren GT1"
"111","993-generation 911 GT1s","debuted in","1997 FIA Championship"
"112","Ferrari",",","1967 330 GTS"
"112","Ferrari 330 GTS","Powered by","4.0-liter ( naturally aspirated , of course ) V12"
"112","4.0-liter ( naturally aspirated , of course ) V12","with","300 hp"
"112","4.0-liter ( naturally aspirated , of course ) V12","with","245 lb-ft of torque"
"112","Ferrari 330 GTS","and its coupe sibling","GTC"
"112","Ferrari 330 GTS","revealed in","1966"
"112","Ferrari 330 GTS","succeeded by","365 GTC"
"112","Ferrari 330 GTS","succeeded by","365 GTS"
"112","GTC","succeeded by","365 GTC"
"113","Chevy Camaro","introduced","580-horsepower supercharged ZL1"
"113","Chevy Camaro","introduced","Z/28 model"
"113","Naples Auto Collection","in","Fort Meyers , Florida"
"113","Camaro Z/28","n't have as much power as","ZL1"
"113","Camaro Z/28","have","7.0-liter engine"
"113","LS7 V8","used in","C6 Corvette Z06"
"113","LS7 V8","produced","505 hp"
"113","LS7 V8","produced","481 lb-ft of torque"
"114","Mercedes-Benz","hosting presentations on","self-driving cars"
"114","R50 hybrid hypercar","in development by","Mercedes-AMG"
"114","R50 hybrid hypercar","’ s","aerodynamic body"
"114","R50 hybrid hypercar","details include","large roof-mounted scoop"
"114","R50 hybrid hypercar","details include","Formula One-style central fin"
"114","R50 hybrid hypercar","details include","two dominating NACA-ducts"
"114","Mercedes-AMG","’ s","championship winning Formula One car"
"114","championship winning Formula One car","with","1.6-liter turbocharged V6 engine"
"114","1.6-liter turbocharged V6 engine","paired with","electric motors"
"115","Subaru","unveiled","2018 WRX"
"115","Subaru","unveiled","STI"
"115","WRX","'s","2.0-liter engine"
"115","2.0-liter engine","producing","268 hp"
"115","STI","'s","2.5-liter engine"
"115","2.5-liter engine","making","305 hp"
"115","Subaru","increased competition from","Ford"
"115","Subaru","increased competition from","Honda"
"116","Dodge Demon","is","840-hp"
"116","Dodge Demon","no longer","production"
"116","Demon","built for","Michael Andretti"
"116","Michael Andretti",",","IndyCar champion"
"116","Michael Andretti",",","F1 driver"
"116","Michael Andretti","son","Mario Andretti"
"116","Michael Andretti","won","CART PPG Indy Car World Series"
"116","Michael Andretti","won","42 race victories"
"116","Michael Andretti","in his","racing career"
"117","Project One","debuted","Frankfurt"
"117","Mercedes-AMG","its","Project One"
"117","Project One","priced from","$ 2.7 million"
"117","Mercedes-AMG","rename","Project One"
"117","Project One","official name","AMG One"
"117","AMG One","testing at","secret facility"
"117","secret facility","in","England"
"117","Mercedes-AMG F1","headquartered","UK"
"117","England","in","UK"
"118","Ram","the","automaker"
"118","Ram","revealed","Rodeo Edition"
"118","Rodeo Edition","of","2500/3500 pickup"
"118","2500/3500 pickup","Based","Longhorn trim"
"118","Jim Morrison",",","Head of Ram Truck Brand"
"118","Ram Rodeo edition","include","body-colored bumpers"
"118","Ram Rodeo edition","include","side-steps"
"118","Ram 3500","receive","17-inch polished aluminum wheels"
"118","Ram Rodeo","adds","suede headliner"
"119","BMW","’","G20-generation 3 Series"
"119","Bavarian","automaker","BMW"
"119","BMW","confirmed","next generation"
"119","next generation","of","G20-generation 3 Series"
"119","BMW","confirmed","Paris Motor Show"
"119","3 Series","change","design details"
"119","design details","has","C-pillar"
"120","Honda","AT","Frankfurt Motor Show"
"120","Honda","unveiled","CR-V Hybrid"
"120","production-ready","version","CR-V Hybrid"
"120","production-ready","debut","Paris Auto Show"
"120","Honda","confirmed","technical specifications"
"120","CR-V Hybrid","final","technical specifications"
"120","technical specifications","Available","front-wheel drive"
"120","technical specifications","Available","AWD"
"120","European CR-V Hybrid","powered","four-cylinder 2.0-liter i-VTEC gasoline engine"
"121","Mercedes",",","X-Class"
"121","X-Class","no","Pickup trucks"
"121","Tobias Moers","boss","AMG"
"121","X-Class","a","V6 engine"
"121","Nissan/Renault","a","V6 engine"
"121","AMG X-Class",",","never"
"122","Lotus","’","70th anniversary"
"122","Lotus","hand-built","Mark 1"
"122","Mark 1","hand-built","Colin Chapman"
"122","Mark 1","hand-built","London"
"122","Mark 1","Based on","Austin Seven"
"122","Mark 1","the","lightweight competition"
"122","Mark 1","featured","reinforced chassis"
"122","Mark 1","featured","lightweight body panels"
"122","Mark 1","successful","competition events"
"123","Volkswagen","has been rolling out a string of","electric-vehicle concepts"
"123","Volkswagen","will reveal","all-electric crossover concept"
"123","all-electric crossover concept","tipped to be called","ID Lounge"
"123","all-electric crossover concept","at","Shanghai Motor Show"
"123","Volkswagen","'s","Touareg"
"123","Volkswagen","'s","Atlas"
"123","Volkswagen","followed up with","ID Buzz"
"123","Volkswagen","followed up with","ID Buzz Cargo"
"123","Volkswagen","followed up with","ID Crozz crossovers"
"123","Volkswagen","followed up with","ID Vizzion sedan"
"124","Cadillac XT6 crossover","Expected to debut","2019 Detroit Auto Show"
"124","XT6","will be larger than","XT5"
"124","XT6","will be larger than","XT4"
"124","XT6","ride on the same platform underpinning","XT5"
"124","XT6","ride on the same platform underpinning","GMC Acadia"
"124","2020 Cadillac XT6","will even sport an identical interior to","XT5"
"124","XT6","won ’ t adopt some of the new features found on","XT4"
"124","XT6","won ’ t adopt some of the new features found on","upcoming CT5 sedan"
"125","Infiniti","used to build","FX"
"125","FX","was eventually killed off in","2017"
"125","FX","changing its name to","QX70"
"125","second-generation FX models","sold with","3.7-liter V6"
"125","3.7-liter V6","producing","325 horsepower"
"125","Infiniti FX50","powered by","5.0-liter VK50VE V8 engine"
"125","5.0-liter VK50VE V8 engine","produced","390 horsepower"
"125","5.0-liter VK50VE V8 engine","produced","369 lb-ft of torque"
"125","FX50","rebadged as","QX70"
"126","2000s Mercedes-Benz SLR McLaren","was the product of a collaboration between","Mercedes-Benz"
"126","2000s Mercedes-Benz SLR McLaren","was the product of a collaboration between","McLaren Automotive"
"126","1999 concept vision SLR","was an homage to","1955 300 SLR race car"
"126","SLR","stands for","Sport Light Racing"
"126","Invisive Design Studio","reimagined","Vision SLR"
"126","Invisive Design Studio","taking its design cues from","contemporary Mercedes-Benz models"
"127","Audi","unveiled","2019 A4"
"127","2019 A4","is lagging behind","BMW 3-Series"
"127","2019 A4","is lagging behind","Mercedes C-Class"
"127","2019 A4","more in-line with","flagship Q8"
"127","A4","older than","A5"
"127","A4","older than","A6"
"127","A4","older than","A7"
"127","A4","older than","A8"
"128","discontinued models","include","Chevy Cruze"
"128","discontinued models","include","Volt"
"128","discontinued models","include","Impala"
"128","discontinued models","include","Buick LaCrosse"
"128","discontinued models","include","Cadillac CT6"
"128","discontinued models","include","XTS"
"128","General Motors","announced it will be closing five of its plants in","Canada"
"128","General Motors","announced it will be closing five of its plants in","Ohio"
"128","General Motors","announced it will be closing five of its plants in","Michigan"
"128","General Motors","announced it will be closing five of its plants in","Maryland"
